"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mytilidae,%20Lucinidae,%20Pectinidae,%20Pholadomyidae,%20Veneridae&taxon_reso=species&idqual=certain&max_ma=251.9&min_ma=0&show=class,classext,refattr,acconly"
"Access Time","Thu 2020-01-16 18:06:21 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mytilidae, Lucinidae, Pectinidae, Pholadomyidae, Veneridae"
"","idreso","species"
"","idqual","certain"
"","min_ma","0"
"","max_ma","251.9"
"","timerule","major"
"","taxon_status","all"
"","show","class,classext,refattr,acconly"
"Elapsed Time","0.786"
"Records Found","16488"
"Records Returned","16488"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no"
"659785","occ","","","71110","Pecten (Patinopecten) dilleri","species","169506","Late Pliocene","Early Pleistocene","3.6","0.781","Howe","1922","23803","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Patinopecten","16902",""
"659788","occ","","","71111","Mytilus edulis","species","87571","Late Pliocene","Early Pleistocene","3.6","0.781","Howe","1922","23803","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus","16392",""
"659800","occ","","","71142","Modiolus (Modiolus) modiolus","species","87564","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus (Modiolus)","77219","119089"
"659801","occ","","","71142","Modiolatus rectus","species","98016","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolatus","16377",""
"659803","occ","","","71142","Mytilus californianus","species","90536","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus","16392",""
"659804","occ","","","71142","Mytilus edulis","species","87571","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus","16392",""
"659805","occ","","","71142","Leukoma staminea","species","167970","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Leukoma","90372",""
"659806","occ","","","71142","Patinopecten caurinus","species","87164","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Patinopecten","16902",""
"659807","occ","","","71142","Nutricola lordi","species","293853","Pleistocene","","2.588","0.0117","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Nutricola","17987",""
"659874","occ","","","71144","Chlamys (Chlamys) varia","species","101745","Late Pliocene","","3.6","2.588","Aguirre and Jimenez","1998","23843","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys (Chlamys)","16549","82310"
"659878","occ","","","71144","Mytilus edulis","species","87571","Late Pliocene","","3.6","2.588","Aguirre and Jimenez","1998","23843","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus","16392",""
"659884","occ","","","71144","Venus (Ventricoloidea) multilamella","species","116467","Late Pliocene","","3.6","2.588","Aguirre and Jimenez","1998","23843","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Venus (Ventricoloidea)","18391","18390"
"660143","occ","","","71148","Katherinella arnoldi","species","105436","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Katherinella","17773",""
"660145","occ","","","71148","Protothaca staleyi","species","293228","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Leukoma","90372",""
"660146","occ","","","71148","Pecten coosensis","species","293116","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pecten","16904",""
"660166","occ","","","71153","Katherinella arnoldi","species","105436","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Katherinella","17773",""
"660179","occ","","","71152","Katherinella arnoldi","species","105436","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Katherinella","17773",""
"660182","occ","","","71152","Protothaca staleyi","species","293228","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Leukoma","90372",""
"660188","occ","","","71150","Pecten coosensis","species","293116","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pecten","16904",""
"660197","occ","","","71149","Modiolatus rectus","species","98016","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolatus","16377",""
"660199","occ","","","71149","Lucinoma acutilineata","species","90721","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"660204","occ","","","71149","Securella securis","species","169078","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Securella","18235",""
"660223","occ","","","71146","Katherinella arnoldi","species","105436","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Katherinella","17773",""
"660229","occ","","","71146","Securella securis","species","169078","Early Pliocene","","5.333","3.6","Arnold and Hannibal","1913","23806","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Securella","18235",""
"660496","occ","","","71217","Chione (Chionopsis) richthofeni","species","103077","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"660515","occ","","","71223","Chione (Chionopsis) richthofeni","species","103077","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"660541","occ","","","71215","Clementia (Egesta) pertenuis","species","103035","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Egesta)","17484","17605"
"660546","occ","","","71215","Pecten (Lyropecten) bowersi","species","401003","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660547","occ","","","71215","Lyropecten miguelensis","species","293102","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660548","occ","","","71215","Pecten (Lyropecten) perrini","species","401010","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660549","occ","","","71215","Aequipecten andersoni","species","103047","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Aequipecten","16446",""
"660550","occ","","","71215","Lucinisca nuttalli","species","90535","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinisca","17839",""
"660551","occ","","","71215","Lucinoma acutilineata","species","90721","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"660572","occ","","","71216","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660573","occ","","","71216","Lucinoma acutilineata","species","90721","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"660574","occ","","","71216","Here excavata","species","97989","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Here","17726",""
"660575","occ","","","71216","Lyropecten miguelensis","species","293102","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660576","occ","","","71216","Dosinia (Dosinidia) margaritana","species","380335","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660577","occ","","","71216","Dosinia (Dosinella) merriami","species","381942","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinella)","17595","17593"
"660580","occ","","","71216","Clementia (Egesta) pertenuis","species","103035","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Egesta)","17484","17605"
"660582","occ","","","71217","Dosinia (Dosinidia) margaritana","species","380335","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660591","occ","","","71217","Here excavata","species","97989","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Here","17726",""
"660592","occ","","","71217","Lucinoma acutilineata","species","90721","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"660593","occ","","","71217","Miltha (Miltha) sanctaecrucis","species","103012","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Miltha (Miltha)","100542","95883"
"660609","occ","","","71218","Clementia (Egesta) pertenuis","species","103035","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Egesta)","17484","17605"
"660614","occ","","","71219","Saxidomus vaquerosensis","species","167827","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Saxidomus","18216",""
"660627","occ","","","71223","Lucinoma acutilineata","species","90721","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"660628","occ","","","71223","Saxidomus vaquerosensis","species","167827","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Saxidomus","18216",""
"660631","occ","","","71223","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660649","occ","","","71223","Dosinia (Dosinella) merriami","species","381942","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinella)","17595","17593"
"660650","occ","","","71223","Dosinia (Dosinidia) margaritana","species","380335","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660651","occ","","","71223","Dosinia santana","species","98176","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660655","occ","","","71223","Modiolus ynezianus","species","380311","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus","77219",""
"660656","occ","","","71223","Crenomytilus expansus","species","103007","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660662","occ","","","71223","Pecten (Chlamys) sespeensis","species","401000","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"660663","occ","","","71223","Pecten (Lyropecten) magnolia","species","401008","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660665","occ","","","71221","Lyropecten miguelensis","species","293102","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660672","occ","","","71222","Clementia (Egesta) pertenuis","species","103035","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Egesta)","17484","17605"
"660674","occ","","","71222","Lyropecten miguelensis","species","293102","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660690","occ","","","71225","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660691","occ","","","71225","Dosinia santana","species","98176","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660694","occ","","","71226","Clementia (Egesta) pertenuis","species","103035","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Egesta)","17484","17605"
"660696","occ","","","71227","Dosinia santana","species","98176","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660697","occ","","","71227","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660721","occ","","","71230","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660726","occ","","","71231","Pecten (Chlamys) sespeensis","species","401000","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"660727","occ","","","71231","Pecten (Lyropecten) bowersi","species","401003","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660739","occ","","","71229","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660754","occ","","","71228","Tivela (Pachydesma) inezana","species","98145","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"660759","occ","","","71228","Clementia (Egesta) pertenuis","species","103035","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Egesta)","17484","17605"
"660760","occ","","","71228","Dosinia santana","species","98176","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"660761","occ","","","71228","Lucina wattsi","species","98177","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucina","17835",""
"660765","occ","","","71228","Pecten (Lyropecten) bowersi","species","401003","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660766","occ","","","71228","Lyropecten miguelensis","species","293102","Early Miocene","","23.03","15.97","Loel and Corey","1932","23850","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"660770","occ","","","71161","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660771","occ","","","71167","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660772","occ","","","71168","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660773","occ","","","71169","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660774","occ","","","71170","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660775","occ","","","71173","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660776","occ","","","71174","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660777","occ","","","71175","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660778","occ","","","71179","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660779","occ","","","71181","Amiantis mathewsoni","species","103031","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"660811","occ","","","71169","Macrocallista weaveri","species","401444","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"660820","occ","","","71162","Crenomytilus arnoldi","species","103003","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660821","occ","","","71166","Crenomytilus arnoldi","species","103003","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660822","occ","","","71167","Crenomytilus arnoldi","species","103003","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660823","occ","","","71169","Crenomytilus arnoldi","species","103003","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660824","occ","","","71170","Crenomytilus arnoldi","species","103003","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660825","occ","","","71172","Crenomytilus arnoldi","species","103003","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Mytilus (Crenomytilus)","16392","16351"
"660826","occ","","","71159","Anodontia (Anodontia) inflata","species","98142","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Anodontia (Anodontia)","17339","109753"
"660827","occ","","","71160","Anodontia (Anodontia) inflata","species","98142","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Anodontia (Anodontia)","17339","109753"
"660828","occ","","","71175","Anodontia (Anodontia) inflata","species","98142","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Anodontia (Anodontia)","17339","109753"
"660829","occ","","","71177","Anodontia (Anodontia) inflata","species","98142","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Anodontia (Anodontia)","17339","109753"
"660830","occ","","","71182","Anodontia (Anodontia) inflata","species","98142","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Anodontia (Anodontia)","17339","109753"
"660831","occ","","","71160","Lucina gaylordi","species","98143","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucina","17835",""
"660832","occ","","","71161","Here excavata","species","97989","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Here","17726",""
"660833","occ","","","71162","Here excavata","species","97989","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Here","17726",""
"660834","occ","","","71170","Here excavata","species","97989","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Here","17726",""
"660835","occ","","","71174","Here excavata","species","97989","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Here","17726",""
"660836","occ","","","71181","Pecten (Pecten) dickersoni","species","98140","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pecten (Pecten)","16904","85852"
"660837","occ","","F","71161","Lamelliconcha clarki","species","333379","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lamelliconcha","17790",""
"660838","occ","","F","71166","Lamelliconcha clarki","species","333379","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lamelliconcha","17790",""
"660839","occ","","F","71170","Lamelliconcha clarki","species","333379","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lamelliconcha","17790",""
"660840","occ","","F","71179","Lamelliconcha clarki","species","333379","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lamelliconcha","17790",""
"660841","occ","","","71161","Pitaria lorenzana","species","401447","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Pitaria","66861",""
"660842","occ","","","71165","Pitaria lorenzana","species","401447","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Pitaria","66861",""
"660843","occ","","","71166","Pitaria lorenzana","species","401447","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Pitaria","66861",""
"660844","occ","","","71179","Pitaria lorenzana","species","401447","Late Eocene","","37.2","33.9","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Pitaria","66861",""
"661007","occ","","","71183","Amiantis mathewsoni","species","103031","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"661008","occ","","","71186","Amiantis mathewsoni","species","103031","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"661009","occ","","","71187","Amiantis mathewsoni","species","103031","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"661010","occ","","","71188","Amiantis mathewsoni","species","103031","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Amiantis","17326",""
"661026","occ","","","71183","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661027","occ","","","71185","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661028","occ","","","71186","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
"661029","occ","","","71187","Dosinia mathewsonii","species","402523","Early Oligocene","","33.9","28.4","Wagner and Schilling","1923","23848","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia","17595",""
