"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mytilidae,%20Lucinidae,%20Pectinidae,%20Pholadomyidae,%20Veneridae&taxon_reso=species&idqual=certain&max_ma=251.9&min_ma=0&show=class,classext,refattr,acconly"
"Access Time","Thu 2020-01-16 18:06:21 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mytilidae, Lucinidae, Pectinidae, Pholadomyidae, Veneridae"
"","idreso","species"
"","idqual","certain"
"","min_ma","0"
"","max_ma","251.9"
"","timerule","major"
"","taxon_status","all"
"","show","class,classext,refattr,acconly"
"Elapsed Time","0.786"
"Records Found","16488"
"Records Returned","16488"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no"
"1211348","occ","","","157300","Chione (Chionopsis) tegulum","species","161767","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1212805","occ","","","157594","Austrochlamys anderssoni","species","106382","Messinian","","7.246","5.333","Clark et al.","2013","51351","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Austrochlamys","278943",""
"1212873","occ","","","157616","Agerchlamys boellingi","species","298141","Angulata","","201.3","196.5","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212874","occ","","","157617","Agerchlamys boellingi","species","298141","Angulata","","201.3","196.5","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212880","occ","","","157619","Agerchlamys boellingi","species","298141","Planorbis","","201.3","196.5","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212881","occ","","","157620","Agerchlamys boellingi","species","298141","Planorbis","","201.3","196.5","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212882","occ","","","157621","Agerchlamys boellingi","species","298141","Rhaetian","","208.5","201.3","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212883","occ","","","157622","Agerchlamys boellingi","species","298141","Hettangian","","201.3","199.3","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212884","occ","","","157623","Agerchlamys boellingi","species","298141","Planorbis","","201.3","196.5","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1212895","occ","","","157630","Agerchlamys boellingi","species","298141","Bucklandi","","196.5","189.6","Taylor and Guex","2002","51844","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Agerchlamys","67723",""
"1213836","occ","","","157783","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1214214","occ","","","157830","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1214215","occ","","","157830","Clementia (Clementia) dariena","species","111828","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1214223","occ","","","157830","Lucinisca mirandana","species","171570","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinisca","17839",""
"1214256","occ","","","157846","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1214272","occ","","","157848","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1214325","occ","","","157858","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1214328","occ","","","157858","Lirophora (Lirophora) quirosensis","species","171555","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Lirophora (Lirophora)","17824","90364"
"1214352","occ","","","157859","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1214585","occ","","","157931","Chione (Chionopsis) tegulum","species","161767","Burdigalian","Langhian","20.44","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1214687","occ","","","136994","Amusium toulae","species","160213","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Amusium","16466",""
"1214759","occ","","","157967","Codakia (Codakia) orbicularis","species","94546","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Codakia (Codakia)","17488","95867"
"1214761","occ","","","157967","Macrocallista maculata","species","109337","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"1214794","occ","","","157969","Euvola codercola","species","160191","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Euvola","16652",""
"1214796","occ","","","157969","Nodipecten colinensis","species","171584","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Nodipecten","16853",""
"1214800","occ","","","157969","Codakia (Codakia) orbicularis","species","94546","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Codakia (Codakia)","17488","95867"
"1214808","occ","","","157969","Chione cancellata","species","94440","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chione","17468",""
"1214810","occ","","","157969","Macrocallista maculata","species","109337","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Macrocallista","17856",""
"1214830","occ","","","157977","Lindapecten buchivacoanus","species","160222","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lindapecten","97218",""
"1215019","occ","","","158029","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1215020","occ","","","158029","Cyclinella cyclica","species","111822","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1215107","occ","","","158040","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1215108","occ","","","158040","Dosinia (Dosinia) delicatissima","species","145044","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1215187","occ","","","156682","Lucinisca mirandana","species","171570","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinisca","17839",""
"1215295","occ","","","158100","Chione (Chionopsis) tegulum","species","161767","Langhian","","15.97","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1215726","occ","","","157930","Cyclinella cyclica","species","111822","Burdigalian","Langhian","20.44","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1215731","occ","","","156798","Chione (Chionopsis) tegulum","species","161767","Burdigalian","Langhian","20.44","13.82","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chionopsis","17472",""
"1215756","occ","","","156754","Dosinia (Dosinia) delicatissima","species","145044","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1215772","occ","","","156752","Cyclinella cyclica","species","111822","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Cyclinella","17546",""
"1215774","occ","","","156752","Clementia (Clementia) dariena","species","111828","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1215788","occ","","","156751","Clementia (Clementia) dariena","species","111828","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Clementia (Clementia)","17484","90362"
"1215789","occ","","","156751","Dosinia (Dosinia) delicatissima","species","145044","Burdigalian","","20.44","15.97","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Dosinia (Dosinia)","17595","90363"
"1217141","occ","","","159025","Modiolus (Cyranus) hillanus","species","299364","Oxynotum","","196.5","189.6","Paredes et al.","2013","52047","Mollusca","7805","Bivalvia","16005","Mytilida","16334","Mytilidae","61248","Modiolus (Cyranus)","77219","300586"
"1217152","occ","","","159036","Camptonectes subulatus","species","253710","Oxynotum","","196.5","189.6","Paredes et al.","2013","52047","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"1217153","occ","","","159037","Camptonectes subulatus","species","253710","Raricostatum","","196.5","189.6","Paredes et al.","2013","52047","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Camptonectes","16531",""
"1217154","occ","","","159038","Pseudopecten (Pseudopecten) equivalvis","species","264423","Oxynotum","","196.5","189.6","Paredes et al.","2013","52047","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pseudopecten (Pseudopecten)","16974","264424"
"1217555","occ","","","159141","Chlamys milvus","species","300915","Ibex","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1217561","occ","","","159142","Chione cancellata","species","94440","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Chione","17468",""
"1217564","occ","","","159142","Euvola codercola","species","160191","Late Pliocene","","3.6","2.588","Hendy et al.","2015","43760","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Euvola","16652",""
"1218117","occ","","","159145","Eopecten velatus","species","163964","Ibex","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Eopecten","16641",""
"1218159","occ","","","159158","Chlamys milvus","species","300915","Ibex","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1218222","occ","","","159178","Chlamys rollei","species","300913","Ibex","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1218243","occ","","","159180","Chlamys rollei","species","300913","Ibex","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1220305","occ","","","159664","Lucinoma acutilineata","species","90721","Early Miocene","","23.03","15.97","Shikama","1954","52152","Mollusca","7805","Bivalvia","16005","Lucinida","161489","Lucinidae","60971","Lucinoma","17840",""
"1220319","occ","","","159672","Aequipecten andersoni","species","103047","Middle Miocene","","15.97","11.608","VanderHoof","1937","52149","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Aequipecten","16446",""
"1220320","occ","","","159672","Tivela (Pachydesma) gabbi","species","381944","Middle Miocene","","15.97","11.608","VanderHoof","1937","52149","Mollusca","7805","Bivalvia","16005","Veneroidei","17297","Veneridae","62779","Tivela (Pachydesma)","18341","18007"
"1220322","occ","","","159672","Lyropecten crassicardo","species","103051","Middle Miocene","","15.97","11.608","VanderHoof","1937","52149","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Lyropecten","16786",""
"1220973","occ","","","159796","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1220989","occ","","","159798","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221011","occ","","","159806","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221021","occ","","","159808","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221022","occ","","","159808","Pecten priscus","species","388372","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Pecten","16904",""
"1221036","occ","","","159812","Chlamys substriata","species","300911","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221037","occ","","","159812","Chlamys milvus","species","300915","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221079","occ","","","159830","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221114","occ","","","159858","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1221120","occ","","","159860","Chlamys rollei","species","300913","Jamesoni","","189.6","183","Lang et al.","1928","52073","Mollusca","7805","Bivalvia","16005","Pectinida","81178","Pectinidae","61660","Chlamys","16549",""
"1222962","occ","","","160187","Homomya gibbosa","species","170118","Early Bathonian","","167.7","164.7","Dieni et al.","2013","52287","Mollusca","7805","Bivalvia","16005","Pholadomyida","18688","Pholadomyidae","61725","Homomya","18750",""
